filename,contest_id,contract_name,input_token,completion_token,total_token,execution_time,cost,contract_content,contract_size
RealWorld_TA_10_Mainframe_RealWorld_20240802001127.log,10,Mainframe,103412,3799,107211,185.0,0.59304,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;
pragma abicoder v2;

import {IERC20} from ""@openzeppelin/contracts/token/ERC20/IERC20.sol"";
import {IERC721} from ""@openzeppelin/contracts/token/ERC721/IERC721.sol"";
import {IERC20Permit} from ""@openzeppelin/contracts/drafts/IERC20Permit.sol"";
import {TransferHelper} from ""@uniswap/lib/contracts/libraries/TransferHelper.sol"";
import {Clones} from ""@openzeppelin/contracts/proxy/Clones.sol"";
import {ERC721Holder} from ""@openzeppelin/contracts/token/ERC721/ERC721Holder.sol"";

import {IHypervisor} from ""./hypervisor/Hypervisor.sol"";
import {IUniversalVault} from ""./visor/Visor.sol"";
import {IFactory} from ""./factory/IFactory.sol"";

/// @title Mainframe
contract Mainframe is ERC721Holder {
    function mintVisorAndStake(
        address hypervisor,
        address visorFactory,
        address visorOwner,
        uint256 amount,
        bytes32 salt,
        bytes calldata permission
    ) external returns (address vault) {
        // create vault
        vault = IFactory(visorFactory).create2("""", salt);
        // get staking token
        address stakingToken = IHypervisor(hypervisor).getHypervisorData().stakingToken;
        // transfer ownership
        IERC721(visorFactory).safeTransferFrom(address(this), visorOwner, uint256(vault));
        // transfer tokens
        TransferHelper.safeTransferFrom(stakingToken, msg.sender, vault, amount);
        // stake
        IHypervisor(hypervisor).stake(vault, amount, permission);
    }

    struct Permit {
        address owner;
        address spender;
        uint256 value;
        uint256 deadline;
        uint8 v;
        bytes32 r;
        bytes32 s;
    }

    function mintVisorPermitAndStake(
        address hypervisor,
        address visorFactory,
        address visorOwner,
        bytes32 salt,
        Permit calldata permit,
        bytes calldata permission
    ) external returns (address vault) {
        // create vault
        vault = IFactory(visorFactory).create2("""", salt);
        // transfer ownership
        IERC721(visorFactory).safeTransferFrom(address(this), visorOwner, uint256(vault));
        // permit and stake
        permitAndStake(hypervisor, vault, permit, permission);
        // return vault
        return vault;
    }

    function permitAndStake(
        address hypervisor,
        address vault,
        Permit calldata permit,
        bytes calldata permission
    ) public {
        // get staking token
        address stakingToken = IHypervisor(hypervisor).getHypervisorData().stakingToken;
        // permit transfer
        IERC20Permit(stakingToken).permit(
            permit.owner,
            permit.spender,
            permit.value,
            permit.deadline,
            permit.v,
            permit.r,
            permit.s
        );
        // transfer tokens
        TransferHelper.safeTransferFrom(stakingToken, msg.sender, vault, permit.value);
        // stake
        IHypervisor(hypervisor).stake(vault, permit.value, permission);
    }

    struct StakeRequest {
        address hypervisor;
        address vault;
        uint256 amount;
        bytes permission;
    }

    function stakeMulti(StakeRequest[] calldata requests) external {
        for (uint256 index = 0; index < requests.length; index++) {
            StakeRequest calldata request = requests[index];
            IHypervisor(request.hypervisor).stake(request.vault, request.amount, request.permission);
        }
    }

    struct UnstakeRequest {
        address hypervisor;
        address vault;
        uint256 amount;
        bytes permission;
    }

    function unstakeMulti(UnstakeRequest[] calldata requests) external {
        for (uint256 index = 0; index < requests.length; index++) {
            UnstakeRequest calldata request = requests[index];
            IHypervisor(request.hypervisor).unstakeAndClaim(
                request.vault,
                request.amount,
                request.permission
            );
        }
    }

    function predictDeterministicAddress(
        address master,
        bytes32 salt,
        address deployer
    ) external pure returns (address instance) {
        return Clones.predictDeterministicAddress(master, salt, deployer);
    }

    function stake(
        address hypervisor,
        address vault,
        uint256 value,
        bytes calldata permission
    ) public {
        // get staking token
        address stakingToken = IHypervisor(hypervisor).getHypervisorData().stakingToken;
        // transfer tokens
        TransferHelper.safeTransferFrom(stakingToken, msg.sender, vault, value);
        // stake
        IHypervisor(hypervisor).stake(vault, value, permission);
    }
}",1070
RealWorld_TA_10_PowerSwitch_RealWorld_20240802004653.log,10,PowerSwitch,74823,1442,76265,148.0,0.402955,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {Ownable} from ""@openzeppelin/contracts/access/Ownable.sol"";

interface IPowerSwitch {
    /* admin events */

    event PowerOn();
    event PowerOff();
    event EmergencyShutdown();

    /* data types */

    enum State {Online, Offline, Shutdown}

    /* admin functions */

    function powerOn() external;

    function powerOff() external;

    function emergencyShutdown() external;

    /* view functions */

    function isOnline() external view returns (bool status);

    function isOffline() external view returns (bool status);

    function isShutdown() external view returns (bool status);

    function getStatus() external view returns (State status);

    function getPowerController() external view returns (address controller);
}

/// @title PowerSwitch
/// @notice Standalone pausing and emergency stop functionality
contract PowerSwitch is IPowerSwitch, Ownable {
    /* storage */

    IPowerSwitch.State private _status;

    /* initializer */

    constructor(address owner) {
        // sanity check owner
        require(owner != address(0), ""PowerSwitch: invalid owner"");
        // transfer ownership
        Ownable.transferOwnership(owner);
    }

    /* admin functions */

    /// @notice Turn Power On
    /// access control: only admin
    /// state machine: only when offline
    /// state scope: only modify _status
    /// token transfer: none
    function powerOn() external override onlyOwner {
        require(_status == IPowerSwitch.State.Offline, ""PowerSwitch: cannot power on"");
        _status = IPowerSwitch.State.Online;
        emit PowerOn();
    }

    /// @notice Turn Power Off
    /// access control: only admin
    /// state machine: only when online
    /// state scope: only modify _status
    /// token transfer: none
    function powerOff() external override onlyOwner {
        require(_status == IPowerSwitch.State.Online, ""PowerSwitch: cannot power off"");
        _status = IPowerSwitch.State.Offline;
        emit PowerOff();
    }

    /// @notice Shutdown Permanently
    /// access control: only admin
    /// state machine:
    /// - when online or offline
    /// - can only be called once
    /// state scope: only modify _status
    /// token transfer: none
    function emergencyShutdown() external override onlyOwner {
        require(_status != IPowerSwitch.State.Shutdown, ""PowerSwitch: cannot shutdown"");
        _status = IPowerSwitch.State.Shutdown;
        emit EmergencyShutdown();
    }

    /* getter functions */

    function isOnline() external view override returns (bool status) {
        return _status == State.Online;
    }

    function isOffline() external view override returns (bool status) {
        return _status == State.Offline;
    }

    function isShutdown() external view override returns (bool status) {
        return _status == State.Shutdown;
    }

    function getStatus() external view override returns (IPowerSwitch.State status) {
        return _status;
    }

    function getPowerController() external view override returns (address controller) {
        return Ownable.owner();
    }
}",673
RealWorld_TA_10_MockVisorService_RealWorld_20240802001656.log,10,MockVisorService,29968,1668,31636,153.0,0.1832,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {IVisorService} from ""../interfaces/IVisorService.sol"";

contract MockVisorService is IVisorService {

  event SubscriberTokensReceived(address token, address operator, address from, address to, uint256 amount);
 
  constructor() {}

  function subscriberTokensReceived(
        address token,
        address operator,
        address from,
        address to,
        uint256 amount,
        bytes calldata userData,
        bytes calldata operatorData
    ) external override {
      emit SubscriberTokensReceived(token, operator, from, to, amount); 
    } 
}",138
RealWorld_TA_10_IUniversalVault_RealWorld_20240802011129.log,10,IUniversalVault,54144,2695,56839,150.0,0.32462,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;
pragma abicoder v2;

interface IUniversalVault {
    /* user events */

    event Locked(address delegate, address token, uint256 amount);
    event Unlocked(address delegate, address token, uint256 amount);
    event RageQuit(address delegate, address token, bool notified, string reason);

    /* data types */

    struct LockData {
        address delegate;
        address token;
        uint256 balance;
    }

    /* initialize function */

    function initialize() external;

    /* user functions */

    function lock(
        address token,
        uint256 amount,
        bytes calldata permission
    ) external;

    function unlock(
        address token,
        uint256 amount,
        bytes calldata permission
    ) external;

    function rageQuit(address delegate, address token)
        external
        returns (bool notified, string memory error);

    function transferERC20(
        address token,
        address to,
        uint256 amount
    ) external;

    function transferETH(address to, uint256 amount) external payable;

    /* pure functions */

    function calculateLockID(address delegate, address token)
        external
        pure
        returns (bytes32 lockID);

    /* getter functions */

    function getPermissionHash(
        bytes32 eip712TypeHash,
        address delegate,
        address token,
        uint256 amount,
        uint256 nonce
    ) external view returns (bytes32 permissionHash);

    function getNonce() external view returns (uint256 nonce);

    function owner() external view returns (address ownerAddress);

    function getLockSetCount() external view returns (uint256 count);

    function getLockAt(uint256 index) external view returns (LockData memory lockData);

    function getBalanceDelegated(address token, address delegate)
        external
        view
        returns (uint256 balance);

    function getBalanceLocked(address token) external view returns (uint256 balance);

    function checkBalances() external view returns (bool validity);
}",422
RealWorld_TA_10_VisorFactory_RealWorld_20240802005155.log,10,VisorFactory,101885,2688,104573,171.0,0.563185,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {ERC721} from ""@openzeppelin/contracts/token/ERC721/ERC721.sol"";
import {Ownable} from ""@openzeppelin/contracts/access/Ownable.sol"";

import {IFactory} from ""../factory/IFactory.sol"";
import {IInstanceRegistry} from ""../factory/InstanceRegistry.sol"";
import {ProxyFactory} from ""../factory/ProxyFactory.sol"";

import {IUniversalVault} from ""./Visor.sol"";

/// @title VisorFactory
contract VisorFactory is Ownable, IFactory, IInstanceRegistry, ERC721 {

    bytes32[] public names;
    mapping(bytes32=>address) public templates;
    bytes32 public activeTemplate;

    mapping(address=>address[]) public userIndex;

    event TemplateAdded(bytes32 indexed name, address indexed template);
    event TemplateActive(bytes32 indexed name, address indexed template);

    constructor() ERC721(""VISOR"", ""VISOR"") {}

    function addTemplate(bytes32 name, address template) public onlyOwner {
        require(templates[name] == address(0), ""Template already exists"");
        templates[name] = template;
        if(names.length == 0) {
          activeTemplate = name;
          emit TemplateActive(name, template);
        }
        names.push(name);
        emit TemplateAdded(name, template);
    }

    function setActive(bytes32 name) public onlyOwner {
      require(templates[name] != address(0), ""Template does not exist"");
      activeTemplate = name;
      emit TemplateActive(name, templates[name]);
    }

    /* registry functions */

    function isInstance(address instance) external view override returns (bool validity) {
        return ERC721._exists(uint256(instance));
    }

    function instanceCount() external view override returns (uint256 count) {
        return ERC721.totalSupply();
    }

    function instanceAt(uint256 index) external view override returns (address instance) {
        return address(ERC721.tokenByIndex(index));
    }

    /* factory functions */

    function createSelected(bytes32 name) public returns (address vault) {
        // create clone and initialize
        vault = ProxyFactory._create(
            templates[name],
            abi.encodeWithSelector(IUniversalVault.initialize.selector)
        );

        // mint nft to caller
        ERC721._safeMint(msg.sender, uint256(vault));
        userIndex[msg.sender].push(vault);

        // emit event
        emit InstanceAdded(vault);

        // explicit return
        return vault;
    }

    function createSelected2(bytes32 name, bytes32 salt) public returns (address vault) {
        // create clone and initialize
        vault = ProxyFactory._create2(
            templates[name],
            abi.encodeWithSelector(IUniversalVault.initialize.selector),
            salt
        );

        // mint nft to caller
        ERC721._safeMint(msg.sender, uint256(vault));
        userIndex[msg.sender].push(vault);

        // emit event
        emit InstanceAdded(vault);

        // explicit return
        return vault;
    }

    function create(bytes calldata) external override returns (address vault) {
        return create();
    }

    function create2(bytes calldata, bytes32 salt) external override returns (address vault) {
        return create2(salt);
    }

    function create() public returns (address vault) {
        // create clone and initialize
        vault = ProxyFactory._create(
            templates[activeTemplate],
            abi.encodeWithSelector(IUniversalVault.initialize.selector)
        );

        // mint nft to caller
        ERC721._safeMint(msg.sender, uint256(vault));
        userIndex[msg.sender].push(vault);

        // emit event
        emit InstanceAdded(vault);

        // explicit return
        return vault;
    }

    function create2(bytes32 salt) public returns (address vault) {
        // create clone and initialize
        vault = ProxyFactory._create2(
            templates[activeTemplate],
            abi.encodeWithSelector(IUniversalVault.initialize.selector),
            salt
        );

        // mint nft to caller
        ERC721._safeMint(msg.sender, uint256(vault));
        userIndex[msg.sender].push(vault);

        // emit event
        emit InstanceAdded(vault);

        // explicit return
        return vault;
    }

    /* getter functions */

    function nameCount() public view returns(uint256) {
        return names.length;
    }

    function vaultCount(address user) public view returns(uint256) {
        return userIndex[user].length;
    }

    function getUserVault(address user, uint256 index) public view returns (address) {
        return userIndex[user][index];
    }

    function getTemplate() external view returns (address) {
        return templates[activeTemplate];
    }
}",999
RealWorld_TA_10_InstanceRegistry_RealWorld_20240802002934.log,10,InstanceRegistry,41122,1834,42956,142.0,0.24229,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {EnumerableSet} from ""@openzeppelin/contracts/utils/EnumerableSet.sol"";

interface IInstanceRegistry {
    /* events */

    event InstanceAdded(address instance);
    event InstanceRemoved(address instance);

    /* view functions */

    function isInstance(address instance) external view returns (bool validity);

    function instanceCount() external view returns (uint256 count);

    function instanceAt(uint256 index) external view returns (address instance);
}

/// @title InstanceRegistry
contract InstanceRegistry is IInstanceRegistry {
    using EnumerableSet for EnumerableSet.AddressSet;

    /* storage */

    EnumerableSet.AddressSet private _instanceSet;

    /* view functions */

    function isInstance(address instance) external view override returns (bool validity) {
        return _instanceSet.contains(instance);
    }

    function instanceCount() external view override returns (uint256 count) {
        return _instanceSet.length();
    }

    function instanceAt(uint256 index) external view override returns (address instance) {
        return _instanceSet.at(index);
    }

    /* admin functions */

    function _register(address instance) internal {
        require(_instanceSet.add(instance), ""InstanceRegistry: already registered"");
        emit InstanceAdded(instance);
    }
}",268
RealWorld_TA_10_StakingToken_RealWorld_20240802001434.log,10,StakingToken,27016,1443,28459,140.0,0.16394,"// SPDX-License-Identifier: UNLICENSED
pragma solidity ^0.7.0;

import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";

contract StakingToken is ERC20 {
    uint256 public constant INITIAL_SUPPLY = 1000000000; // 1 billion

    constructor(address tokenHolder) ERC20(""Staking Token"", ""STAKE"") {
        // fund the token swap contract
        _mint(tokenHolder, INITIAL_SUPPLY * 1e18);
    }
}",104
RealWorld_TA_10_Powered_RealWorld_20240802004923.log,10,Powered,58168,1924,60092,150.0,0.32932,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {IPowerSwitch} from ""./PowerSwitch.sol"";

interface IPowered {
    function isOnline() external view returns (bool status);

    function isOffline() external view returns (bool status);

    function isShutdown() external view returns (bool status);

    function getPowerSwitch() external view returns (address powerSwitch);

    function getPowerController() external view returns (address controller);
}

/// @title Powered
/// @notice Helper for calling external PowerSwitch
contract Powered is IPowered {
    /* storage */

    address private _powerSwitch;

    /* modifiers */

    modifier onlyOnline() {
        _onlyOnline();
        _;
    }

    modifier onlyOffline() {
        _onlyOffline();
        _;
    }

    modifier notShutdown() {
        _notShutdown();
        _;
    }

    modifier onlyShutdown() {
        _onlyShutdown();
        _;
    }

    /* initializer */

    function _setPowerSwitch(address powerSwitch) internal {
        _powerSwitch = powerSwitch;
    }

    /* getter functions */

    function isOnline() public view override returns (bool status) {
        return IPowerSwitch(_powerSwitch).isOnline();
    }

    function isOffline() public view override returns (bool status) {
        return IPowerSwitch(_powerSwitch).isOffline();
    }

    function isShutdown() public view override returns (bool status) {
        return IPowerSwitch(_powerSwitch).isShutdown();
    }

    function getPowerSwitch() public view override returns (address powerSwitch) {
        return _powerSwitch;
    }

    function getPowerController() public view override returns (address controller) {
        return IPowerSwitch(_powerSwitch).getPowerController();
    }

    /* convenience functions */

    function _onlyOnline() private view {
        require(isOnline(), ""Powered: is not online"");
    }

    function _onlyOffline() private view {
        require(isOffline(), ""Powered: is not offline"");
    }

    function _notShutdown() private view {
        require(!isShutdown(), ""Powered: is shutdown"");
    }

    function _onlyShutdown() private view {
        require(isShutdown(), ""Powered: is not shutdown"");
    }
}",468
RealWorld_TA_10_MockNFT_RealWorld_20240802002204.log,10,MockNFT,24697,2275,26972,148.0,0.168985,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {ERC721} from ""@openzeppelin/contracts/token/ERC721/ERC721.sol"";

contract MockNFT is ERC721 {
    constructor(address recipient) ERC721(""MockNFT"", ""MockNFT"") {
        ERC721._mint(recipient, uint256(address(this)));
    }
}",84
RealWorld_TA_10_MockERC20_RealWorld_20240802001931.log,10,MockERC20,25201,1847,27048,151.0,0.162945,"// SPDX-License-Identifier: GPL-3.0-only
pragma solidity 0.7.6;

import {ERC20} from ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";

contract MockERC20 is ERC20 {
    constructor(address recipient, uint256 amount) ERC20(""MockERC20"", ""MockERC20"") {
        ERC20._mint(recipient, amount);
    }
}",85
