File Name,Number,Vulnerability Type,All Details
97_ERC2771Context_RealWorld_20240812001636.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
101_PCLLiquidatedStage.t_RealWorld_20240812153243.log,9,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked External Calls Identified"
96_MsgValueCallee_RealWorld_20240811221715.log,1,<INFO> External Oracle Dependency Identified
98_AssetsRegistry_RealWorld_20240812080859.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Withdrawal Function Identified"
101_adminVerifier.t_RealWorld_20240812163457.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified"
102_MockRateLimitedMinter_RealWorld_20240812170007.log,5,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Unchecked External Calls Identified"
96_TestToken_RealWorld_20240811221935.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
102_NonCustodialPSM_RealWorld_20240812173131.log,5,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
96_IPay_RealWorld_20240811231415.log,1,<INFO> Lack of Withdrawal Function Identified
96_MintMathCallee_RealWorld_20240811221333.log,3,"<INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
100_SingleStrategyController_RealWorld_20240812094041.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Unchecked External Calls Identified"
101_ICToken_RealWorld_20240812182957.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
101_CLUser_RealWorld_20240812170631.log,5,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified"
101_PCLClosedStage.t_RealWorld_20240812153429.log,9,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked External Calls Identified"
97_Polygon.ETH_RealWorld_20240811235655.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Precision Loss Identified"
104_ERC721Claimable_RealWorld_20240812191945.log,6,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unnecessary Comparison Identified"
97_IERC20Permit_RealWorld_20240812003638.log,1,<INFO> Lack of Withdrawal Function Identified
101_PCLLiquidatedStage.t_RealWorld_20240812154303.log,8,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked External Calls Identified"
102_DSTest_RealWorld_20240812165053.log,2,"<INFO> Lack of Withdrawal Function Identified, <INFO> Unnecessary Comparison Identified"
96_SquareRoot_RealWorld_20240811223057.log,2,"<INFO> Gas Limit Identified, <INFO> Lack of Withdrawal Function Identified"
104_ISplitter_RealWorld_20240812194133.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Getter Function Implementation Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
100_IPrePOMarket_RealWorld_20240812095158.log,5,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Price Manipulation Identified"
101_PCLLiquidatedStage.t_RealWorld_20240812150818.log,9,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked External Calls Identified"
102_IPCVDepositBalances_RealWorld_20240812173654.log,1,<INFO> Lack of Withdrawal Function Identified
101_User_RealWorld_20240812162754.log,8,"<INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Precision Loss Identified, <INFO> Unlimited Token Approval Identified"
96_SafeTransferCallee_RealWorld_20240811221101.log,3,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Reentrancy Identified"
97_LpTokenMetadata_RealWorld_20240812001531.log,1,<INFO> Lack of Withdrawal Function Identified
101_PCLCancelledStage.t_RealWorld_20240812152820.log,6,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified"
102_IntegrationTestVoltDeployment.t_RealWorld_20240812165413.log,8,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Unchecked External Calls Identified"
102_ForceEth_RealWorld_20240812170453.log,3,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Transactions Order Dependence Identified"
101_IVerifier_RealWorld_20240812182051.log,1,<INFO> Lack of Withdrawal Function Identified
101_PCLActiveStateCompoundYield.t_RealWorld_20240812161338.log,10,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
101_PCLRequestedStateCompoundYield.t_RealWorld_20240812161518.log,9,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
102_NonCustodialPSM.t_RealWorld_20240812164147.log,9,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Unchecked External Calls Identified"
101_PCLRequestedState.t_RealWorld_20240812155852.log,8,"<INFO> Centralization Risk Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
101_creditLine.HelperFunctions.t_RealWorld_20240812164017.log,1,<INFO> Inconsistent Base Tokens Identified
96_SafeTransfer_RealWorld_20240811225034.log,2,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
96_Withdraw_RealWorld_20240811224156.log,6,"<INFO> External Oracle Dependency Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified"
98_ERC1155_RealWorld_20240812084704.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Unchecked External Calls Identified"
97_Avalanche.USDT_RealWorld_20240812000143.log,2,"<INFO> Centralization Risk Identified, <INFO> Precision Loss Identified"
104_Splitter_RealWorld_20240812194253.log,12,"<INFO> Centralization Risk Identified, <INFO> Gas Limit Identified, <INFO> Hash Collision Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unnecessary Comparison Identified"
96_Pay_RealWorld_20240811224609.log,8,"<INFO> Assumption of Fixed-Length Array Identified, <INFO> DoS Vulnerability Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked External Calls Identified"
102_TribeRoles_RealWorld_20240812163606.log,1,<INFO> Lack of Withdrawal Function Identified
103_IAnyswapRouter_RealWorld_20240812184224.log,2,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
96_ILiquidity_RealWorld_20240811231152.log,3,"<INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
104_Collection_RealWorld_20240812192704.log,1,<INFO> Lack of Withdrawal Function Identified
96_ITimeswapBorrowCallback_RealWorld_20240811215637.log,1,<INFO> Lack of Withdrawal Function Identified
101_PCLActiveStage.t_RealWorld_20240812150704.log,5,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Precision Loss Identified"
101_ILenderPool_RealWorld_20240812182729.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
98_IOperateProxy_RealWorld_20240812085609.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
101_Constants_RealWorld_20240812141920.log,3,"<INFO> External Oracle Dependency Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Price Manipulation Identified"
104_CoreProxy_RealWorld_20240812190530.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Unchecked Low-level Calls Identified"
96_IWETH_RealWorld_20240811231853.log,1,<INFO> Lack of Withdrawal Function Identified
97_Avalanche.USDC_RealWorld_20240812000321.log,1,<INFO> Lack of Input Validation Identified
104_CoreCollection_RealWorld_20240812191013.log,10,"<INFO> Centralization Risk Identified, <INFO> Gas Limit Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Order of Inheritance Initialization Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Redundant Conditional Check Identified"
98_IOracleRegistry_RealWorld_20240812085831.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
97_ITokenManager_RealWorld_20240812002121.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
101_PCLLifecycleTestCompoundYield.t_RealWorld_20240812152648.log,5,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified"
96_TimeswapFactory_RealWorld_20240811213813.log,4,"<INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified"
101_creditLine.Compound.ActiveStage.t_RealWorld_20240812165906.log,3,"<INFO> External Oracle Dependency Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified"
102_GlobalRateLimitedMinter_RealWorld_20240812172418.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
96_IPair_RealWorld_20240811215449.log,5,"<INFO> Centralization Risk Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Unchecked External Calls Identified"
101_CompoundYield_RealWorld_20240812174334.log,12,"<INFO> Centralization Risk Identified, <INFO> DoS Vulnerability Identified, <INFO> Fallback Function Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unlimited Token Approval Identified, <INFO> Unnecessary Comparison Identified"
104_ERC721Payable_RealWorld_20240812191806.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Unnecessary Comparison Identified"
96_WETH9_RealWorld_20240811222101.log,3,"<INFO> Centralization Risk Identified, <INFO> Fallback Function Identified, <INFO> Lack of Input Validation Identified"
101_PCLCancelledStateCompoundYield.t_RealWorld_20240812161659.log,8,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
98_MockChainlinkAggregatorProxy_RealWorld_20240812082101.log,4,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Price Manipulation Identified"
101_PCLExpiredStage.t_RealWorld_20240812153743.log,10,"<INFO> Centralization Risk Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked External Calls Identified"
102_Volt_RealWorld_20240812174735.log,5,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified"
98_BasicERC20_RealWorld_20240812082552.log,2,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
