File Name,Number,Vulnerability Type,All Details
112_IRoleManager_RealWorld_20240815125325.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
115_BalancerV2LPOracle_RealWorld_20240815205751.log,7,"<INFO> Assumption of Fixed-Length Array Identified, <INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
112_MockAMMToken_RealWorld_20240815085402.log,1,<INFO> Lack of Withdrawal Function Identified
115_IGenericMiner_RealWorld_20240815202510.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
112_MockTopUpHandler_RealWorld_20240815090038.log,6,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unchecked Low-level Calls Identified"
112_BkdLocker_RealWorld_20240815080622.log,9,"<INFO> Centralization Risk Identified, <INFO> Gas Limit Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unchecked External Calls Identified"
105_ECDSA_RealWorld_20240812204540.log,1,<INFO> Lack of Withdrawal Function Identified
107_EtherRocks_RealWorld_20240814214810.log,9,"<INFO> DoS Vulnerability Identified, <INFO> Fallback Function Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Price Manipulation Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unchecked Low-level Calls Identified"
112_IBooster_RealWorld_20240815143909.log,2,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
115_VaultsCoreState_RealWorld_20240815203939.log,11,"<INFO> Centralization Risk Identified, <INFO> DoS Vulnerability Identified, <INFO> External Oracle Dependency Identified, <INFO> Gas Limit Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unnecessary Comparison Identified"
115_DemandMiner_RealWorld_20240815194338.log,4,"<INFO> Centralization Risk Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Getter Function Implementation Identified, <INFO> Lack of Input Validation Identified"
113_LendingClubMock_RealWorld_20240815171708.log,9,"<INFO> Centralization Risk Identified, <INFO> Integer Overflow/Underflow Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Redundant Conditional Check Identified"
115_DexAddressProvider_RealWorld_20240815220720.log,4,"<INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
123_PoolManagerV3_RealWorld_20240815234735.log,8,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Unchecked External Calls Identified, <INFO> Unnecessary Comparison Identified"
115_IInceptionVaultPriceFeed_RealWorld_20240815212447.log,2,"<INFO> External Oracle Dependency Identified, <INFO> Lack of Withdrawal Function Identified"
115_RatesManager_RealWorld_20240815204820.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
112_UniswapRouter02_RealWorld_20240815151619.log,1,<INFO> Lack of Withdrawal Function Identified
123_BaseRewardPool_RealWorld_20240816000012.log,8,"<INFO> Centralization Risk Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unnecessary Comparison Identified"
123_PoolManagerSecondaryProxy_RealWorld_20240815235745.log,9,"<INFO> DoS Vulnerability Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Precision Loss Identified, <INFO> Unnecessary Comparison Identified"
115_IVaultsDataProvider_RealWorld_20240815225956.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
110_test_RealWorld_20240815003709.log,2,"<INFO> Lack of Withdrawal Function Identified, <INFO> Unnecessary Comparison Identified"
109_IERC20BurnFrom_RealWorld_20240815001353.log,2,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
123_AuraClaimZap_RealWorld_20240816004208.log,9,"<INFO> Assumption of Fixed-Length Array Identified, <INFO> DoS Vulnerability Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Transactions Order Dependence Identified"
112_Errors_RealWorld_20240815122130.log,1,<INFO> Lack of Withdrawal Function Identified
112_IGauge_RealWorld_20240815151424.log,1,<INFO> Lack of Withdrawal Function Identified
112_VaultStorage_RealWorld_20240815121613.log,1,<INFO> Lack of Withdrawal Function Identified
112_IWETH_RealWorld_20240815145744.log,1,<INFO> Lack of Withdrawal Function Identified
112_Preparable_RealWorld_20240815084418.log,6,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Redundant Conditional Check Identified"
112_ITopUpAction_RealWorld_20240815134358.log,3,"<INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
193_AddBuySellRemove.t_RealWorld_20240816084415.log,5,"<INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Precision Loss Identified, <INFO> Unchecked External Calls Identified, <INFO> Unlimited Token Approval Identified"
115_IAddressProvider_RealWorld_20240815223103.log,3,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Withdrawal Function Identified"
193_MockERC721_RealWorld_20240816081551.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
123_MockWalletChecker_RealWorld_20240816010501.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Missing 'onlyOwner' Modifier Identified"
193_CreateFakeBeanz.s_RealWorld_20240816084745.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Withdrawal Function Identified"
123_ProxyFactory_RealWorld_20240815233542.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
123_AuraPenaltyForwarder_RealWorld_20240816002250.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified"
123_IERC20Metadata_RealWorld_20240816001102.log,1,<INFO> Lack of Withdrawal Function Identified
105_Ownable_RealWorld_20240812204231.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
115_LiquidiationManagerV1_RealWorld_20240815190109.log,7,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Redundant Conditional Check Identified"
115_IVaultsCoreState_RealWorld_20240815221539.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
106_ILendTicket_RealWorld_20240812215125.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
112_Controller_RealWorld_20240815080217.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
112_MockChainlinkFeed_RealWorld_20240815092312.log,2,"<INFO> Lack of Withdrawal Function Identified, <INFO> Price Manipulation Identified"
115_InceptionVaultsDataProvider_RealWorld_20240815210932.log,7,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified"
115_IGovernanceAddressProvider_RealWorld_20240815220312.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
123_ArbitartorVault_RealWorld_20240815234122.log,9,"<INFO> Assumption of Fixed-Length Array Identified, <INFO> DoS Vulnerability Identified, <INFO> Gas Limit Identified, <INFO> Lack of Getter Function Implementation Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Transactions Order Dependence Identified, <INFO> Unnecessary Comparison Identified"
115_ISTABLEX_RealWorld_20240815222749.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified"
115_PolygonDistributor_RealWorld_20240815194755.log,7,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Precision Loss Identified"
112_LiquidityPool_RealWorld_20240815115958.log,8,"<INFO> Centralization Risk Identified, <INFO> DoS Vulnerability Identified, <INFO> Handling Partial Withdrawals Identified, <INFO> Lack of Input Validation Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unchecked External Calls Identified"
123_AuraLocker_RealWorld_20240816002826.log,11,"<INFO> Centralization Risk Identified, <INFO> Gas Limit Identified, <INFO> Inconsistent Initialization Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unlimited Token Approval Identified, <INFO> Unnecessary Comparison Identified"
106_LendTicketDescriptor_RealWorld_20240812213127.log,1,<INFO> Lack of Withdrawal Function Identified
115_IGenericMinerV2_RealWorld_20240815200916.log,1,<INFO> Integer Overflow/Underflow Identified
107_yVault_RealWorld_20240814222301.log,6,"<INFO> Centralization Risk Identified, <INFO> DoS Vulnerability Identified, <INFO> Lack of Input Validation Identified, <INFO> Potential Inconsistency in Yield Source Swapping Identified, <INFO> Precision Loss Identified, <INFO> Unchecked External Calls Identified"
113_BentoBoxMock_RealWorld_20240815171912.log,9,"<INFO> Centralization Risk Identified, <INFO> Integer Overflow/Underflow Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Missing 'onlyOwner' Modifier Identified, <INFO> Order of Inheritance Initialization Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Transactions Order Dependence Identified"
105_PaladinToken_RealWorld_20240812203414.log,6,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Redundant Conditional Check Identified"
107_IUniswapV2Pair_RealWorld_20240814231542.log,1,<INFO> Lack of Withdrawal Function Identified
