File Name,Number,Vulnerability Type,All Details
34_Ticket_RealWorld_20240804102828.log,10,"<INFO> Assumption of Fixed-Length Array Identified, <INFO> Centralization Risk Identified, <INFO> DoS Vulnerability Identified, <INFO> Incorrect Signer Verification Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Redundant Conditional Check Identified, <INFO> Unchecked External Calls Identified"
34_ERC721Mintable_RealWorld_20240804105102.log,3,"<INFO> Centralization Risk Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
31_ERC777Upgradeable_RealWorld_20240804044646.log,7,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Order of Inheritance Initialization Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Redundant Conditional Check Identified"
37_LidoTempusPool_RealWorld_20240804153418.log,8,"<INFO> Centralization Risk Identified, <INFO> External Oracle Dependency Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified, <INFO> Unchecked Low-level Calls Identified"
42_BeaconProxyDeployer_RealWorld_20240804234143.log,2,"<INFO> Centralization Risk Identified, <INFO> Lack of Withdrawal Function Identified"
39_Hash_RealWorld_20240804185501.log,1,<INFO> Lack of Withdrawal Function Identified
36_TestToken_RealWorld_20240804143103.log,3,"<INFO> Lack of Authorization Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Misdeclared Constructor Identified"
32_IUniswapV3Factory_RealWorld_20240804074438.log,2,"<INFO> Lack of Authorization Identified, <INFO> Lack of Withdrawal Function Identified"
42_MochiProfileV0_RealWorld_20240804224735.log,7,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified, <INFO> Potential Data Inconsistency Identified, <INFO> Precision Loss Identified, <INFO> Price Manipulation Identified"
31_IRelayHub_RealWorld_20240804031524.log,4,"<INFO> Centralization Risk Identified, <INFO> Lack of Authorization Identified, <INFO> Lack of Input Validation Identified, <INFO> Lack of Withdrawal Function Identified"
